batch_number,report_year,company_name,apiary_number,location,gross_weight_kg,drum_weight_kg,net_weight_kg,beshara_kg,production_kg,num_production_hives,production_per_hive_kg,num_hive_supers,harvest_date,efficiency_ratio,waste_percentage,extraction_date
PRD9416,2024,MANAHIL LLC,99 - Al farfar,Al farfar,99.0,302.0,28.7,273.3,2.9,270.4,48.0,5.63,2024-04-08,167.24738675958187,276.06060606060606,2025-05-28
PRD9416,2024,MANAHIL LLC,36 - Al Hajar,Unknown,36.0,233.8,17.1,216.7,2.8,213.9,25.0,8.56,2025-01-28,146.1988304093567,601.9444444444443,2025-05-28
PRD9416,2024,MANAHIL LLC,09 - Sharjah,Sharjah,9.0,139.6,34.1,105.5,2.5,103.0,67.0,1.54,2024-06-01,196.48093841642228,1172.2222222222222,2025-05-28
PRD9416,2024,MANAHIL LLC,85 - Hatta,Hatta,85.0,336.6,8.7,327.9,2.7,325.2,71.0,4.58,2025-04-21,816.0919540229886,385.7647058823529,2025-05-28
PRD9416,2024,MANAHIL LLC,01 - Al farfar,Al farfar,1.0,345.3,26.4,318.9,2.8,316.1,45.0,7.02,2025-04-14,170.45454545454547,31889.999999999996,2025-05-28
PRD9416,2024,MANAHIL LLC,12 - Taweeh,Taweeh,12.0,108.7,14.9,93.8,3.0,90.8,35.0,2.59,2024-07-22,234.8993288590604,781.6666666666666,2025-05-28
PRD9416,2024,MANAHIL LLC,74 - Al farfar,Al farfar,74.0,565.2,27.6,537.6,2.8,534.8,62.0,8.63,2024-09-30,224.63768115942025,726.4864864864866,2025-05-28
PRD9416,2024,MANAHIL LLC,04 - Sharjah,Sharjah,4.0,102.7,24.1,78.6,3.0,75.6,27.0,2.8,2023-06-25,112.03319502074689,1964.9999999999998,2025-05-28
API2743,2024,MANAHIL LLC,78 - Khor Fakkan,Khor Fakkan,78.0,434.3,15.0,419.3,2.9,416.4,27.0,15.42,2025-03-02,180.0,537.5641025641027,2025-05-28
API2743,2024,MANAHIL LLC,87 - Khor Fakkan,Khor Fakkan,87.0,91.1,29.3,61.8,2.8,59.0,72.0,0.82,2025-02-16,245.73378839590444,71.03448275862068,2025-05-28
API2743,2024,MANAHIL LLC,89 - Dibba,Dibba,89.0,557.2,27.0,530.2,2.6,527.6,73.0,7.23,2023-06-09,270.3703703703704,595.7303370786517,2025-05-28
API2743,2024,MANAHIL LLC,18 - Fujairah,Fujairah,18.0,622.1,30.2,591.9,3.1,588.8,50.0,11.78,2024-05-20,165.56291390728478,3288.3333333333335,2025-05-28
API2743,2024,MANAHIL LLC,23 - Masafi,Masafi,23.0,273.2,29.2,244.0,3.0,241.0,50.0,4.82,2025-03-28,171.23287671232876,1060.8695652173913,2025-05-28
API2743,2024,MANAHIL LLC,14 - Khor Fakkan,Khor Fakkan,14.0,289.4,31.1,258.3,2.4,255.9,38.0,6.73,2023-10-11,122.18649517684888,1845.0,2025-05-28
API2743,2024,MANAHIL LLC,88 - Masafi,Masafi,88.0,504.7,15.7,489.0,2.8,486.2,92.0,5.28,2023-09-19,585.9872611464968,555.6818181818181,2025-05-28
API2743,2024,MANAHIL LLC,85 - Abu Dhabi,Abu Dhabi,85.0,328.0,15.1,312.9,2.4,310.5,21.0,14.79,2024-11-04,139.0728476821192,368.1176470588235,2025-05-28
API2743,2024,MANAHIL LLC,11 - Dubai,Dubai,11.0,628.8,6.2,622.6,3.1,619.5,73.0,8.49,2023-10-01,1177.4193548387095,5660.0,2025-05-28
API2743,2024,MANAHIL LLC,34 - Fujairah,Fujairah,34.0,156.7,21.4,135.3,3.0,132.3,44.0,3.01,2025-04-05,205.60747663551405,397.9411764705883,2025-05-28
API2743,2024,MANAHIL LLC,49 - Al Hajar,Unknown,49.0,382.0,7.1,374.9,2.5,372.4,111.0,3.35,2024-05-01,1563.380281690141,765.1020408163265,2025-05-28
API2743,2024,MANAHIL LLC,24 - Sharjah,Sharjah,24.0,172.9,23.9,149.0,2.7,146.3,118.0,1.24,2024-08-13,493.723849372385,620.8333333333333,2025-05-28
API8680,2024,MANAHIL LLC,85 - Abu Dhabi,Abu Dhabi,85.0,606.2,30.9,575.3,2.7,572.6,19.0,30.14,2024-11-28,61.48867313915858,676.8235294117646,2025-05-28
API8680,2024,MANAHIL LLC,85 - Taweeh,Taweeh,85.0,380.7,21.6,359.1,3.0,356.1,59.0,6.04,2023-11-14,273.14814814814815,422.4705882352941,2025-05-28
API8680,2024,MANAHIL LLC,86 - Dibba,Dibba,86.0,468.8,34.0,434.8,2.4,432.4,103.0,4.2,2025-03-14,302.94117647058823,505.58139534883725,2025-05-28
API8680,2024,MANAHIL LLC,89 - Umm Al Quwain,Umm Al Quwain,89.0,128.4,9.6,118.8,2.7,116.1,86.0,1.35,2023-08-31,895.8333333333334,133.48314606741573,2025-05-28
API8680,2024,MANAHIL LLC,47 - Abu Dhabi,Abu Dhabi,47.0,195.8,16.3,179.5,2.5,177.0,44.0,4.02,2024-09-08,269.93865030674846,381.9148936170213,2025-05-28
API8680,2024,MANAHIL LLC,34 - Al farfar,Al farfar,34.0,97.3,25.4,71.9,3.0,68.9,23.0,3.0,2024-06-10,90.55118110236221,211.47058823529412,2025-05-28
API8680,2024,MANAHIL LLC,05 - Masafi,Masafi,5.0,502.6,21.4,481.2,2.6,478.6,62.0,7.72,2024-03-11,289.7196261682243,9624.0,2025-05-28
API8680,2024,MANAHIL LLC,70 - Ajman,Ajman,70.0,559.4,13.0,546.4,2.9,543.5,95.0,5.72,2025-04-24,730.7692307692307,780.5714285714286,2025-05-28
API8680,2024,MANAHIL LLC,72 - Ras Al Khaimah,Ras Al Khaimah,72.0,646.4,11.8,634.6,3.1,631.5,23.0,27.46,2024-05-23,194.91525423728814,881.388888888889,2025-05-28
API8680,2024,MANAHIL LLC,69 - Taweeh,Taweeh,69.0,507.1,11.9,495.2,2.9,492.3,104.0,4.73,2023-07-05,873.9495798319327,717.6811594202899,2025-05-28
API8680,2024,MANAHIL LLC,22 - Khor Fakkan,Khor Fakkan,22.0,225.3,34.7,190.6,2.7,187.9,109.0,1.72,2023-08-27,314.1210374639769,866.3636363636364,2025-05-28
API8680,2024,MANAHIL LLC,74 - Ras Al Khaimah,Ras Al Khaimah,74.0,255.3,32.4,222.9,2.6,220.3,87.0,2.53,2024-06-21,268.51851851851853,301.21621621621625,2025-05-28
API8680,2024,MANAHIL LLC,37 - Kalba,Kalba,37.0,387.3,10.4,376.9,3.1,373.8,17.0,21.99,2024-02-11,163.46153846153845,1018.6486486486485,2025-05-28
API8680,2024,MANAHIL LLC,56 - Al farfar,Al farfar,56.0,335.3,28.0,307.3,2.4,304.9,41.0,7.44,2025-03-25,146.42857142857142,548.75,2025-05-28
API8680,2024,MANAHIL LLC,15 - Ajman,Ajman,15.0,136.6,30.2,106.4,2.9,103.5,48.0,2.16,2024-04-01,158.94039735099338,709.3333333333334,2025-05-28
BTH4616,2024,MANAHIL LLC,14 - Ajman,Ajman,14.0,312.7,8.0,304.7,2.6,302.1,110.0,2.75,2025-05-03,1375.0,2176.428571428571,2025-05-28
BTH4616,2024,MANAHIL LLC,12 - Ajman,Ajman,12.0,123.2,14.8,108.4,2.8,105.6,90.0,1.17,2024-01-18,608.1081081081081,903.3333333333334,2025-05-28
BTH4616,2024,MANAHIL LLC,28 - Taweeh,Taweeh,28.0,369.0,20.9,348.1,3.1,345.0,116.0,2.97,2023-10-10,555.0239234449762,1243.2142857142858,2025-05-28
BTH4616,2024,MANAHIL LLC,93 - Masafi,Masafi,93.0,205.3,13.9,191.4,2.4,189.0,44.0,4.3,2025-03-29,316.54676258992805,205.80645161290323,2025-05-28
BTH4616,2024,MANAHIL LLC,86 - Al Hajar,Unknown,86.0,204.8,18.5,186.3,2.5,183.8,72.0,2.55,2024-04-17,389.1891891891892,216.62790697674419,2025-05-28
BTH4616,2024,MANAHIL LLC,17 - Ajman,Ajman,17.0,629.4,29.8,599.6,3.0,596.6,36.0,16.57,2024-04-02,120.80536912751678,3527.058823529412,2025-05-28
BTH4616,2024,MANAHIL LLC,93 - Ras Al Khaimah,Ras Al Khaimah,93.0,430.0,34.5,395.5,2.5,393.0,97.0,4.05,2025-03-05,281.15942028985506,425.2688172043011,2025-05-28
BTH4616,2024,MANAHIL LLC,05 - Dubai,Dubai,5.0,111.7,6.6,105.1,2.8,102.3,115.0,0.89,2024-03-21,1742.4242424242425,2102.0,2025-05-28
BTH4616,2024,MANAHIL LLC,32 - Dubai,Dubai,32.0,95.5,10.9,84.6,2.9,81.7,69.0,1.18,2024-06-04,633.0275229357798,264.375,2025-05-28
BTH4616,2024,MANAHIL LLC,15 - Dibba,Dibba,15.0,591.2,8.9,582.3,2.4,579.9,102.0,5.69,2023-07-15,1146.067415730337,3882.0,2025-05-28
BTH4616,2024,MANAHIL LLC,36 - Hatta,Hatta,36.0,189.0,12.4,176.6,3.0,173.6,78.0,2.23,2024-10-27,629.0322580645161,490.5555555555555,2025-05-28
BTH4616,2024,MANAHIL LLC,69 - Al Hajar,Unknown,69.0,282.8,15.4,267.4,2.7,264.7,50.0,5.29,2025-02-17,324.67532467532465,387.53623188405794,2025-05-28
BTH4616,2024,MANAHIL LLC,11 - Ajman,Ajman,11.0,310.1,17.3,292.8,2.5,290.3,77.0,3.77,2024-01-22,445.08670520231215,2661.818181818182,2025-05-28
BTH4616,2024,MANAHIL LLC,40 - Taweeh,Taweeh,40.0,544.4,16.2,528.2,2.9,525.3,61.0,8.61,2023-11-26,376.54320987654324,1320.5000000000002,2025-05-28
HNY8103,2024,MANAHIL LLC,46 - Taweeh,Taweeh,46.0,358.5,22.2,336.3,2.6,333.7,90.0,3.71,2023-10-27,405.4054054054054,731.0869565217391,2025-05-28
HNY8103,2024,MANAHIL LLC,10 - Ras Al Khaimah,Ras Al Khaimah,10.0,566.6,30.4,536.2,2.6,533.6,59.0,9.04,2024-07-14,194.07894736842107,5362.0,2025-05-28
HNY8103,2024,MANAHIL LLC,57 - Ajman,Ajman,57.0,161.9,17.9,144.0,2.6,141.4,85.0,1.66,2025-04-19,474.86033519553075,252.6315789473684,2025-05-28
HNY8103,2024,MANAHIL LLC,01 - Sharjah,Sharjah,1.0,492.1,17.6,474.5,2.5,472.0,51.0,9.25,2023-09-04,289.77272727272725,47450.0,2025-05-28
HNY8103,2024,MANAHIL LLC,13 - Taweeh,Taweeh,13.0,308.2,27.8,280.4,3.0,277.4,118.0,2.35,2024-03-31,424.4604316546763,2156.9230769230767,2025-05-28
HNY8103,2024,MANAHIL LLC,16 - Masafi,Masafi,16.0,190.4,23.8,166.6,3.1,163.5,93.0,1.76,2025-04-29,390.75630252100837,1041.25,2025-05-28
HNY8103,2024,MANAHIL LLC,67 - Al Hajar,Unknown,67.0,528.8,25.8,503.0,2.5,500.5,101.0,4.96,2024-07-05,391.47286821705427,750.7462686567164,2025-05-28
HNY8103,2024,MANAHIL LLC,34 - Umm Al Quwain,Umm Al Quwain,34.0,625.1,31.7,593.4,2.7,590.7,115.0,5.14,2024-09-30,362.77602523659306,1745.2941176470588,2025-05-28
HNY8103,2024,MANAHIL LLC,29 - Ras Al Khaimah,Ras Al Khaimah,29.0,270.3,31.7,238.6,3.0,235.6,83.0,2.84,2025-03-27,261.8296529968454,822.7586206896552,2025-05-28
HNY8103,2024,MANAHIL LLC,07 - Fujairah,Fujairah,7.0,338.3,10.2,328.1,2.6,325.5,111.0,2.93,2024-09-22,1088.235294117647,4687.142857142858,2025-05-28
HNY8103,2024,MANAHIL LLC,08 - Al Hajar,Unknown,8.0,171.7,6.5,165.2,2.4,162.8,37.0,4.4,2024-07-18,569.2307692307693,2065.0,2025-05-28
HNY8103,2024,MANAHIL LLC,82 - Ras Al Khaimah,Ras Al Khaimah,82.0,391.4,21.3,370.1,2.7,367.4,37.0,9.93,2024-05-21,173.70892018779344,451.3414634146342,2025-05-28
HNY8103,2024,MANAHIL LLC,16 - Masafi,Masafi,16.0,100.0,29.3,70.7,2.6,68.1,22.0,3.1,2024-10-20,75.0853242320819,441.875,2025-05-28
API2110,2024,MANAHIL LLC,30 - Ajman,Ajman,30.0,183.4,5.5,177.9,2.6,175.3,105.0,1.67,2024-01-02,1909.090909090909,593.0000000000001,2025-05-28
API2110,2024,MANAHIL LLC,07 - Umm Al Quwain,Umm Al Quwain,7.0,625.5,33.4,592.1,3.1,589.0,103.0,5.72,2024-09-17,308.3832335329341,8458.57142857143,2025-05-28
API2110,2024,MANAHIL LLC,67 - Ajman,Ajman,67.0,553.1,7.5,545.6,3.0,542.6,52.0,10.43,2025-03-07,693.3333333333334,814.3283582089553,2025-05-28
API2110,2024,MANAHIL LLC,16 - Al farfar,Al farfar,16.0,527.5,19.7,507.8,3.0,504.8,52.0,9.71,2024-04-30,263.95939086294413,3173.75,2025-05-28
API2110,2024,MANAHIL LLC,73 - Hatta,Hatta,73.0,562.0,27.3,534.7,2.8,531.9,75.0,7.09,2023-09-26,274.72527472527474,732.4657534246576,2025-05-28
API2110,2024,MANAHIL LLC,47 - Taweeh,Taweeh,47.0,319.6,21.6,298.0,2.9,295.1,33.0,8.94,2024-01-08,152.77777777777777,634.0425531914893,2025-05-28
API2110,2024,MANAHIL LLC,46 - Al farfar,Al farfar,46.0,589.6,15.0,574.6,2.4,572.2,74.0,7.73,2023-08-01,493.33333333333337,1249.1304347826087,2025-05-28
API2110,2024,MANAHIL LLC,12 - Al farfar,Al farfar,12.0,562.5,24.3,538.2,2.4,535.8,84.0,6.38,2024-01-15,345.679012345679,4485.0,2025-05-28
API2110,2024,MANAHIL LLC,33 - Sharjah,Sharjah,33.0,462.8,17.2,445.6,2.8,442.8,105.0,4.22,2023-10-18,610.4651162790698,1350.3030303030305,2025-05-28
API2110,2024,MANAHIL LLC,08 - Al farfar,Al farfar,8.0,551.5,6.9,544.6,3.1,541.5,90.0,6.02,2024-08-23,1304.3478260869565,6807.5,2025-05-28
API2110,2024,MANAHIL LLC,43 - Umm Al Quwain,Umm Al Quwain,43.0,169.4,33.1,136.3,2.4,133.9,95.0,1.41,2024-10-23,287.00906344410873,316.9767441860465,2025-05-28
API2110,2024,MANAHIL LLC,32 - Kalba,Kalba,32.0,328.3,31.3,297.0,2.7,294.3,40.0,7.36,2024-02-29,127.79552715654951,928.125,2025-05-28
API2974,2024,MANAHIL LLC,11 - Ras Al Khaimah,Ras Al Khaimah,11.0,590.3,7.2,583.1,3.1,580.0,100.0,5.8,2024-08-02,1388.888888888889,5300.909090909091,2025-05-28
API2974,2024,MANAHIL LLC,83 - Al Hajar,Unknown,83.0,422.5,23.5,399.0,3.0,396.0,73.0,5.42,2024-04-14,310.6382978723404,480.7228915662651,2025-05-28
API2974,2024,MANAHIL LLC,69 - Dubai,Dubai,69.0,496.9,32.5,464.4,2.8,461.6,88.0,5.25,2023-08-02,270.7692307692308,673.0434782608695,2025-05-28
API2974,2024,MANAHIL LLC,28 - Abu Dhabi,Abu Dhabi,28.0,357.7,5.2,352.5,2.7,349.8,66.0,5.3,2024-03-20,1269.230769230769,1258.9285714285713,2025-05-28
API2974,2024,MANAHIL LLC,31 - Sharjah,Sharjah,31.0,290.3,16.5,273.8,2.8,271.0,21.0,12.9,2023-11-28,127.27272727272727,883.2258064516129,2025-05-28
API2974,2024,MANAHIL LLC,98 - Umm Al Quwain,Umm Al Quwain,98.0,277.3,27.6,249.7,2.5,247.2,42.0,5.89,2024-03-19,152.17391304347825,254.79591836734693,2025-05-28
API2974,2024,MANAHIL LLC,64 - Al Hajar,Unknown,64.0,284.4,20.2,264.2,2.8,261.4,97.0,2.69,2025-02-06,480.1980198019802,412.8125,2025-05-28
API2974,2024,MANAHIL LLC,72 - Fujairah,Fujairah,72.0,600.5,14.0,586.5,2.9,583.6,84.0,6.95,2024-12-03,600.0,814.5833333333334,2025-05-28
API2974,2024,MANAHIL LLC,63 - Abu Dhabi,Abu Dhabi,63.0,572.0,27.9,544.1,2.4,541.7,100.0,5.42,2025-01-26,358.4229390681004,863.6507936507936,2025-05-28
API2974,2024,MANAHIL LLC,73 - Dibba,Dibba,73.0,282.1,5.5,276.6,2.6,274.0,108.0,2.54,2025-01-01,1963.6363636363637,378.9041095890411,2025-05-28
API2974,2024,MANAHIL LLC,93 - Al farfar,Al farfar,93.0,442.6,13.0,429.6,2.6,427.0,72.0,5.93,2024-02-13,553.8461538461538,461.93548387096774,2025-05-28
API2974,2024,MANAHIL LLC,64 - Hatta,Hatta,64.0,431.8,21.1,410.7,2.4,408.3,38.0,10.74,2023-06-10,180.09478672985782,641.71875,2025-05-28
API2974,2024,MANAHIL LLC,02 - Al farfar,Al farfar,2.0,366.6,26.5,340.1,2.9,337.2,44.0,7.66,2024-03-28,166.03773584905662,17005.0,2025-05-28
API2974,2024,MANAHIL LLC,51 - Kalba,Kalba,51.0,275.3,23.0,252.3,2.5,249.8,118.0,2.12,2024-04-30,513.0434782608695,494.7058823529412,2025-05-28
API2974,2024,MANAHIL LLC,61 - Umm Al Quwain,Umm Al Quwain,61.0,141.5,17.2,124.3,2.4,121.9,37.0,3.29,2024-08-07,215.11627906976747,203.77049180327867,2025-05-28
BTH2747,2024,MANAHIL LLC,52 - Khor Fakkan,Khor Fakkan,52.0,603.7,14.0,589.7,2.9,586.8,69.0,8.5,2023-07-11,492.8571428571429,1134.0384615384617,2025-05-28
BTH2747,2024,MANAHIL LLC,93 - Sharjah,Sharjah,93.0,169.7,18.3,151.4,2.4,149.0,99.0,1.51,2024-06-24,540.983606557377,162.79569892473117,2025-05-28
BTH2747,2024,MANAHIL LLC,74 - Hatta,Hatta,74.0,549.4,33.8,515.6,2.4,513.2,47.0,10.92,2024-08-22,139.05325443786984,696.7567567567568,2025-05-28
BTH2747,2024,MANAHIL LLC,18 - Sharjah,Sharjah,18.0,397.7,22.8,374.9,3.0,371.9,103.0,3.61,2023-10-21,451.7543859649122,2082.7777777777774,2025-05-28
BTH2747,2024,MANAHIL LLC,06 - Kalba,Kalba,6.0,216.0,26.1,189.9,2.8,187.1,71.0,2.64,2023-10-26,272.03065134099614,3165.0,2025-05-28
BTH2747,2024,MANAHIL LLC,07 - Masafi,Masafi,7.0,248.1,24.3,223.8,2.5,221.3,15.0,14.75,2024-06-08,61.72839506172839,3197.1428571428573,2025-05-28
BTH2747,2024,MANAHIL LLC,94 - Al farfar,Al farfar,94.0,373.8,17.9,355.9,2.7,353.2,94.0,3.76,2023-09-05,525.1396648044694,378.6170212765957,2025-05-28
BTH2747,2024,MANAHIL LLC,73 - Masafi,Masafi,73.0,599.7,18.9,580.8,2.9,577.9,92.0,6.28,2025-05-05,486.7724867724868,795.6164383561643,2025-05-28
BTH2747,2024,MANAHIL LLC,07 - Al Hajar,Unknown,7.0,315.8,16.0,299.8,2.5,297.3,42.0,7.08,2023-06-11,262.5,4282.857142857143,2025-05-28
BTH2747,2024,MANAHIL LLC,22 - Dubai,Dubai,22.0,500.8,8.7,492.1,2.4,489.7,73.0,6.71,2024-03-27,839.080459770115,2236.818181818182,2025-05-28
BTH2747,2024,MANAHIL LLC,20 - Fujairah,Fujairah,20.0,130.1,33.3,96.8,2.4,94.4,21.0,4.5,2025-04-30,63.063063063063076,484.0,2025-05-28
BTH2747,2024,MANAHIL LLC,85 - Kalba,Kalba,85.0,603.5,19.3,584.2,3.1,581.1,54.0,10.76,2023-06-16,279.7927461139896,687.2941176470588,2025-05-28
BTH2747,2024,MANAHIL LLC,19 - Ras Al Khaimah,Ras Al Khaimah,19.0,319.5,33.8,285.7,2.4,283.3,26.0,10.9,2024-03-18,76.92307692307693,1503.6842105263156,2025-05-28
BTH2747,2024,MANAHIL LLC,28 - Khor Fakkan,Khor Fakkan,28.0,383.1,29.7,353.4,2.7,350.7,61.0,5.75,2023-11-23,205.3872053872054,1262.142857142857,2025-05-28
BTH2747,2024,MANAHIL LLC,27 - Ras Al Khaimah,Ras Al Khaimah,27.0,135.5,29.9,105.6,2.6,103.0,120.0,0.86,2023-07-13,401.33779264214047,391.1111111111111,2025-05-28
MNH3540,2024,MANAHIL LLC,38 - Taweeh,Taweeh,38.0,565.3,31.0,534.3,2.5,531.8,17.0,31.28,2024-12-02,54.83870967741935,1406.0526315789473,2025-05-28
MNH3540,2024,MANAHIL LLC,95 - Ajman,Ajman,95.0,371.7,23.2,348.5,2.9,345.6,107.0,3.23,2024-10-13,461.2068965517241,366.8421052631579,2025-05-28
MNH3540,2024,MANAHIL LLC,08 - Dubai,Dubai,8.0,335.2,5.6,329.6,2.9,326.7,52.0,6.28,2025-04-22,928.5714285714287,4120.0,2025-05-28
MNH3540,2024,MANAHIL LLC,24 - Masafi,Masafi,24.0,156.7,17.4,139.3,2.5,136.8,77.0,1.78,2025-03-10,442.52873563218395,580.4166666666667,2025-05-28
MNH3540,2024,MANAHIL LLC,47 - Masafi,Masafi,47.0,187.2,6.9,180.3,2.7,177.6,88.0,2.02,2024-08-31,1275.3623188405797,383.6170212765958,2025-05-28
MNH3540,2024,MANAHIL LLC,88 - Masafi,Masafi,88.0,82.8,19.9,62.9,2.5,60.4,73.0,0.83,2023-08-06,366.83417085427135,71.47727272727272,2025-05-28
MNH3540,2024,MANAHIL LLC,54 - Dubai,Dubai,54.0,251.2,18.4,232.8,2.5,230.3,32.0,7.2,2024-05-29,173.91304347826087,431.1111111111111,2025-05-28
MNH3540,2024,MANAHIL LLC,97 - Ajman,Ajman,97.0,290.8,24.6,266.2,2.8,263.4,41.0,6.42,2024-07-10,166.66666666666666,274.4329896907216,2025-05-28
MNH3540,2024,MANAHIL LLC,46 - Kalba,Kalba,46.0,639.3,32.9,606.4,2.9,603.5,16.0,37.72,2023-08-12,48.632218844984806,1318.2608695652175,2025-05-28
MNH3540,2024,MANAHIL LLC,22 - Hatta,Hatta,22.0,557.0,5.2,551.8,2.8,549.0,101.0,5.44,2024-06-12,1942.3076923076924,2508.181818181818,2025-05-28
MNH3540,2024,MANAHIL LLC,89 - Kalba,Kalba,89.0,298.8,18.7,280.1,3.0,277.1,35.0,7.92,2025-01-23,187.16577540106954,314.7191011235955,2025-05-28
MNH3540,2024,MANAHIL LLC,19 - Ras Al Khaimah,Ras Al Khaimah,19.0,531.3,11.7,519.6,2.5,517.1,115.0,4.5,2024-09-16,982.9059829059829,2734.7368421052633,2025-05-28
MNH3540,2024,MANAHIL LLC,11 - Fujairah,Fujairah,11.0,121.3,13.9,107.4,2.4,105.0,80.0,1.31,2024-09-11,575.5395683453237,976.3636363636364,2025-05-28
API2738,2024,MANAHIL LLC,60 - Dibba,Dibba,60.0,600.5,29.8,570.7,2.5,568.2,34.0,16.71,2024-03-04,114.09395973154362,951.1666666666666,2025-05-28
API2738,2024,MANAHIL LLC,64 - Dibba,Dibba,64.0,100.5,25.9,74.6,2.4,72.2,18.0,4.01,2024-11-24,69.4980694980695,116.56249999999999,2025-05-28
API2738,2024,MANAHIL LLC,99 - Al Hajar,Unknown,99.0,218.0,34.2,183.8,2.9,180.9,117.0,1.55,2025-01-29,342.1052631578947,185.65656565656568,2025-05-28
API2738,2024,MANAHIL LLC,10 - Dibba,Dibba,10.0,173.0,5.3,167.7,3.0,164.7,47.0,3.5,2023-12-16,886.7924528301888,1677.0,2025-05-28
API2738,2024,MANAHIL LLC,33 - Ajman,Ajman,33.0,419.7,15.2,404.5,3.0,401.5,80.0,5.02,2024-09-03,526.3157894736843,1225.7575757575758,2025-05-28
API2738,2024,MANAHIL LLC,75 - Ras Al Khaimah,Ras Al Khaimah,75.0,426.0,5.7,420.3,2.6,417.7,81.0,5.16,2025-05-13,1421.0526315789473,560.4,2025-05-28
API2738,2024,MANAHIL LLC,24 - Umm Al Quwain,Umm Al Quwain,24.0,143.3,6.7,136.6,2.5,134.1,56.0,2.39,2025-04-05,835.820895522388,569.1666666666666,2025-05-28
API2738,2024,MANAHIL LLC,12 - Taweeh,Taweeh,12.0,562.9,32.5,530.4,2.7,527.7,119.0,4.43,2023-09-15,366.15384615384613,4420.0,2025-05-28
API2738,2024,MANAHIL LLC,58 - Al farfar,Al farfar,58.0,228.0,21.2,206.8,2.8,204.0,40.0,5.1,2024-05-29,188.67924528301887,356.55172413793105,2025-05-28
API2738,2024,MANAHIL LLC,07 - Ras Al Khaimah,Ras Al Khaimah,7.0,624.9,11.5,613.4,2.5,610.9,72.0,8.48,2023-05-30,626.0869565217391,8762.857142857141,2025-05-28
API2738,2024,MANAHIL LLC,64 - Hatta,Hatta,64.0,191.1,9.7,181.4,2.4,179.0,120.0,1.49,2024-09-23,1237.1134020618558,283.4375,2025-05-28
API2738,2024,MANAHIL LLC,41 - Masafi,Masafi,41.0,580.1,10.4,569.7,2.9,566.8,93.0,6.09,2023-07-30,894.2307692307692,1389.5121951219514,2025-05-28
API2738,2024,MANAHIL LLC,92 - Sharjah,Sharjah,92.0,524.9,30.8,494.1,3.0,491.1,19.0,25.85,2024-09-26,61.68831168831169,537.0652173913044,2025-05-28
HNY9135,2024,MANAHIL LLC,54 - Ajman,Ajman,54.0,359.2,17.2,342.0,3.0,339.0,64.0,5.3,2024-11-07,372.09302325581393,633.3333333333333,2025-05-28
HNY9135,2024,MANAHIL LLC,48 - Khor Fakkan,Khor Fakkan,48.0,535.2,31.5,503.7,3.0,500.7,63.0,7.95,2024-08-23,200.0,1049.375,2025-05-28
HNY9135,2024,MANAHIL LLC,82 - Fujairah,Fujairah,82.0,518.0,10.1,507.9,2.9,505.0,114.0,4.43,2025-03-27,1128.7128712871288,619.390243902439,2025-05-28
HNY9135,2024,MANAHIL LLC,96 - Hatta,Hatta,96.0,531.8,13.0,518.8,2.5,516.3,18.0,28.68,2025-02-13,138.46153846153845,540.4166666666666,2025-05-28
HNY9135,2024,MANAHIL LLC,67 - Hatta,Hatta,67.0,400.4,12.9,387.5,2.4,385.1,113.0,3.41,2023-12-28,875.968992248062,578.3582089552239,2025-05-28
HNY9135,2024,MANAHIL LLC,26 - Fujairah,Fujairah,26.0,514.6,29.4,485.2,3.0,482.2,47.0,10.26,2023-06-07,159.8639455782313,1866.1538461538462,2025-05-28
HNY9135,2024,MANAHIL LLC,16 - Kalba,Kalba,16.0,513.7,25.7,488.0,2.6,485.4,43.0,11.29,2023-06-09,167.31517509727627,3050.0,2025-05-28
HNY9135,2024,MANAHIL LLC,16 - Al farfar,Al farfar,16.0,600.1,21.1,579.0,3.1,575.9,51.0,11.29,2024-04-20,241.70616113744074,3618.75,2025-05-28
HNY9135,2024,MANAHIL LLC,57 - Masafi,Masafi,57.0,557.8,34.2,523.6,2.8,520.8,73.0,7.13,2025-01-31,213.4502923976608,918.5964912280702,2025-05-28
HNY9135,2024,MANAHIL LLC,09 - Al Hajar,Unknown,9.0,229.7,13.1,216.6,2.8,213.8,17.0,12.58,2024-06-23,129.7709923664122,2406.6666666666665,2025-05-28
HNY9135,2024,MANAHIL LLC,49 - Dibba,Dibba,49.0,333.1,31.2,301.9,2.5,299.4,86.0,3.48,2024-01-04,275.64102564102564,616.1224489795918,2025-05-28
HNY9135,2024,MANAHIL LLC,45 - Dubai,Dubai,45.0,182.2,27.3,154.9,2.8,152.1,108.0,1.41,2024-01-25,395.60439560439556,344.22222222222223,2025-05-28
HNY9135,2024,MANAHIL LLC,46 - Ajman,Ajman,46.0,257.3,5.1,252.2,2.5,249.7,99.0,2.52,2024-12-06,1941.1764705882356,548.2608695652174,2025-05-28
API8390,2024,MANAHIL LLC,59 - Fujairah,Fujairah,59.0,343.4,31.3,312.1,2.7,309.4,111.0,2.79,2024-10-14,354.6325878594249,528.9830508474577,2025-05-28
API8390,2024,MANAHIL LLC,17 - Al Hajar,Unknown,17.0,164.9,12.0,152.9,3.1,149.8,102.0,1.47,2024-01-26,850.0,899.4117647058823,2025-05-28
